2026-08-06 00:05:10 | INFO | base_trainer.py | Line:66 | Loading model from A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\models\best_model.pkl
2026-08-06 17:40:58 | INFO | loader.py | Line:18 | Reading train_FD004.txt
2026-08-06 17:40:59 | INFO | loader.py | Line:21 | train_FD004.txt Loaded Successfully
2026-08-06 17:40:59 | INFO | loader.py | Line:18 | Reading test_FD004.txt
2026-08-06 17:41:01 | INFO | loader.py | Line:21 | test_FD004.txt Loaded Successfully
2026-08-06 17:41:01 | INFO | loader.py | Line:18 | Reading RUL_FD004.txt
2026-08-06 17:41:01 | INFO | loader.py | Line:21 | RUL_FD004.txt Loaded Successfully
2026-08-06 17:41:01 | INFO | validator.py | Line:40 | Validating training dataset...
2026-08-06 17:41:01 | INFO | validator.py | Line:50 | Validating testing dataset...
2026-08-06 17:41:01 | INFO | validator.py | Line:60 | Validating RUL dataset...
2026-08-06 17:41:01 | INFO | rul_generator.py | Line:82 | Generating Remaining Useful Life (RUL)...
2026-08-06 17:41:01 | INFO | rul_generator.py | Line:92 | Applying RUL cap = 125
2026-08-06 17:41:01 | INFO | rul_generator.py | Line:96 | RUL generated successfully.
2026-08-06 17:41:02 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-08-06 17:41:02 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-08-06 17:41:04 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-08-06 17:41:05 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-08-06 17:41:05 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-08-06 17:41:06 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-08-06 17:41:20 | INFO | preparation_pipeline.py | Line:37 | Starting Data Preparation Pipeline...
2026-08-06 17:41:20 | INFO | data_splitter.py | Line:35 | Starting engine-based train/validation split...
2026-08-06 17:41:20 | INFO | data_splitter.py | Line:67 | Train Engines: 199 | Validation Engines: 50
2026-08-06 17:41:20 | INFO | data_splitter.py | Line:72 | Data splitting completed successfully.
2026-08-06 17:41:20 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-06 17:41:20 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-06 17:41:20 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-06 17:41:20 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-06 17:41:20 | INFO | feature_scaler.py | Line:33 | Fitting Feature Scaler...
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:37 | Feature Scaler fitted successfully.
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-06 17:41:21 | INFO | preparation_pipeline.py | Line:45 | Data Preparation completed successfully.
2026-08-06 17:41:21 | INFO | feature_scaler.py | Line:89 | Scaler saved to A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\models\scalers\feature_scaler.pkl
