2026-08-05 22:36:31 | INFO | base_trainer.py | Line:66 | Loading model from artifacts/models/best_model.pkl
2026-08-05 23:13:06 | INFO | rul_generator.py | Line:82 | Generating Remaining Useful Life (RUL)...
2026-08-05 23:13:06 | INFO | rul_generator.py | Line:92 | Applying RUL cap = 125
2026-08-05 23:13:06 | INFO | rul_generator.py | Line:96 | RUL generated successfully.
2026-08-05 23:13:07 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-08-05 23:13:07 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-08-05 23:13:08 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-08-05 23:13:09 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-08-05 23:13:09 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-08-05 23:13:09 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-08-05 23:13:09 | INFO | preparation_pipeline.py | Line:37 | Starting Data Preparation Pipeline...
2026-08-05 23:13:09 | INFO | data_splitter.py | Line:35 | Starting engine-based train/validation split...
2026-08-05 23:13:10 | INFO | data_splitter.py | Line:67 | Train Engines: 199 | Validation Engines: 50
2026-08-05 23:13:10 | INFO | data_splitter.py | Line:72 | Data splitting completed successfully.
2026-08-05 23:13:10 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-05 23:13:10 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-05 23:13:10 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-05 23:13:10 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:33 | Fitting Feature Scaler...
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:37 | Feature Scaler fitted successfully.
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-05 23:13:10 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-05 23:13:10 | INFO | preparation_pipeline.py | Line:45 | Data Preparation completed successfully.
2026-08-05 23:13:11 | INFO | traditional_ml_benchmark.py | Line:35 | Starting Traditional ML Benchmark...
2026-08-05 23:13:11 | INFO | traditional_ml_benchmark.py | Line:44 | Training random_forest...
2026-08-05 23:13:11 | INFO | base_trainer.py | Line:24 | Training RandomForestRegressor...
2026-08-05 23:17:40 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:17:40 | INFO | base_trainer.py | Line:37 | Generating predictions using RandomForestRegressor...
2026-08-05 23:17:40 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:17:40 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:17:40 | INFO | traditional_ml_benchmark.py | Line:67 | random_forest | RMSE=19.9101 | R2=0.7628
2026-08-05 23:17:40 | INFO | traditional_ml_benchmark.py | Line:44 | Training xgboost...
2026-08-05 23:17:40 | INFO | base_trainer.py | Line:24 | Training XGBRegressor...
2026-08-05 23:17:45 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:17:45 | INFO | base_trainer.py | Line:37 | Generating predictions using XGBRegressor...
2026-08-05 23:17:45 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:17:45 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:17:45 | INFO | traditional_ml_benchmark.py | Line:67 | xgboost | RMSE=19.7786 | R2=0.7659
2026-08-05 23:17:45 | INFO | traditional_ml_benchmark.py | Line:44 | Training lightgbm...
2026-08-05 23:17:45 | INFO | base_trainer.py | Line:24 | Training LGBMRegressor...
2026-08-05 23:17:51 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:17:51 | INFO | base_trainer.py | Line:37 | Generating predictions using LGBMRegressor...
2026-08-05 23:17:51 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:17:51 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:17:51 | INFO | traditional_ml_benchmark.py | Line:67 | lightgbm | RMSE=19.7637 | R2=0.7662
2026-08-05 23:17:51 | INFO | traditional_ml_benchmark.py | Line:44 | Training catboost...
2026-08-05 23:17:51 | INFO | base_trainer.py | Line:24 | Training CatBoostRegressor...
2026-08-05 23:18:24 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:18:24 | INFO | base_trainer.py | Line:37 | Generating predictions using CatBoostRegressor...
2026-08-05 23:18:24 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:18:24 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:18:24 | INFO | traditional_ml_benchmark.py | Line:67 | catboost | RMSE=19.1103 | R2=0.7814
2026-08-05 23:18:24 | INFO | traditional_ml_benchmark.py | Line:86 | Benchmark completed successfully.
2026-08-05 23:18:24 | INFO | experiment_tracker.py | Line:34 | Experiment directory created at A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\2026-08-05_23-18-24
2026-08-05 23:18:24 | INFO | experiment_tracker.py | Line:50 | Benchmark results saved.
2026-08-05 23:23:06 | INFO | base_trainer.py | Line:66 | Loading model from A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\best_model.pkl
2026-08-05 23:23:35 | INFO | experiment_tracker.py | Line:34 | Experiment directory created at A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\2026-08-05_23-23-35
2026-08-05 23:23:35 | INFO | experiment_tracker.py | Line:50 | Benchmark results saved.
2026-08-05 23:24:39 | INFO | loader.py | Line:18 | Reading train_FD004.txt
2026-08-05 23:24:40 | INFO | loader.py | Line:21 | train_FD004.txt Loaded Successfully
2026-08-05 23:24:40 | INFO | loader.py | Line:18 | Reading test_FD004.txt
2026-08-05 23:24:41 | INFO | loader.py | Line:21 | test_FD004.txt Loaded Successfully
2026-08-05 23:24:41 | INFO | loader.py | Line:18 | Reading RUL_FD004.txt
2026-08-05 23:24:41 | INFO | loader.py | Line:21 | RUL_FD004.txt Loaded Successfully
2026-08-05 23:24:41 | INFO | validator.py | Line:40 | Validating training dataset...
2026-08-05 23:24:42 | INFO | validator.py | Line:50 | Validating testing dataset...
2026-08-05 23:24:42 | INFO | validator.py | Line:60 | Validating RUL dataset...
2026-08-05 23:24:42 | INFO | rul_generator.py | Line:82 | Generating Remaining Useful Life (RUL)...
2026-08-05 23:24:42 | INFO | rul_generator.py | Line:92 | Applying RUL cap = 125
2026-08-05 23:24:42 | INFO | rul_generator.py | Line:96 | RUL generated successfully.
2026-08-05 23:24:42 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-08-05 23:24:42 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-08-05 23:24:43 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-08-05 23:24:44 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-08-05 23:24:44 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-08-05 23:24:44 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-08-05 23:24:44 | INFO | preparation_pipeline.py | Line:37 | Starting Data Preparation Pipeline...
2026-08-05 23:24:44 | INFO | data_splitter.py | Line:35 | Starting engine-based train/validation split...
2026-08-05 23:24:45 | INFO | data_splitter.py | Line:67 | Train Engines: 199 | Validation Engines: 50
2026-08-05 23:24:45 | INFO | data_splitter.py | Line:72 | Data splitting completed successfully.
2026-08-05 23:24:45 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-05 23:24:45 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-05 23:24:45 | INFO | feature_selector.py | Line:29 | Starting Feature Selection...
2026-08-05 23:24:45 | INFO | feature_selector.py | Line:40 | Feature Selection completed successfully.
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:33 | Fitting Feature Scaler...
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:37 | Feature Scaler fitted successfully.
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:44 | Transforming features...
2026-08-05 23:24:45 | INFO | feature_scaler.py | Line:60 | Feature transformation completed.
2026-08-05 23:24:45 | INFO | preparation_pipeline.py | Line:45 | Data Preparation completed successfully.
2026-08-05 23:24:48 | INFO | traditional_ml_benchmark.py | Line:35 | Starting Traditional ML Benchmark...
2026-08-05 23:24:48 | INFO | traditional_ml_benchmark.py | Line:44 | Training random_forest...
2026-08-05 23:24:48 | INFO | base_trainer.py | Line:24 | Training RandomForestRegressor...
2026-08-05 23:29:11 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:29:11 | INFO | base_trainer.py | Line:37 | Generating predictions using RandomForestRegressor...
2026-08-05 23:29:11 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:29:11 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:29:11 | INFO | traditional_ml_benchmark.py | Line:67 | random_forest | RMSE=19.9101 | R2=0.7628
2026-08-05 23:29:11 | INFO | traditional_ml_benchmark.py | Line:44 | Training xgboost...
2026-08-05 23:29:11 | INFO | base_trainer.py | Line:24 | Training XGBRegressor...
2026-08-05 23:29:17 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:29:17 | INFO | base_trainer.py | Line:37 | Generating predictions using XGBRegressor...
2026-08-05 23:29:17 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:29:17 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:29:17 | INFO | traditional_ml_benchmark.py | Line:67 | xgboost | RMSE=19.7786 | R2=0.7659
2026-08-05 23:29:17 | INFO | traditional_ml_benchmark.py | Line:44 | Training lightgbm...
2026-08-05 23:29:17 | INFO | base_trainer.py | Line:24 | Training LGBMRegressor...
2026-08-05 23:29:24 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:29:24 | INFO | base_trainer.py | Line:37 | Generating predictions using LGBMRegressor...
2026-08-05 23:29:24 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:29:24 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:29:24 | INFO | traditional_ml_benchmark.py | Line:67 | lightgbm | RMSE=19.7637 | R2=0.7662
2026-08-05 23:29:24 | INFO | traditional_ml_benchmark.py | Line:44 | Training catboost...
2026-08-05 23:29:24 | INFO | base_trainer.py | Line:24 | Training CatBoostRegressor...
2026-08-05 23:29:59 | INFO | base_trainer.py | Line:30 | Training completed successfully.
2026-08-05 23:29:59 | INFO | base_trainer.py | Line:37 | Generating predictions using CatBoostRegressor...
2026-08-05 23:29:59 | INFO | evaluator.py | Line:47 | Starting regression evaluation...
2026-08-05 23:29:59 | INFO | evaluator.py | Line:80 | Evaluation completed successfully.
2026-08-05 23:29:59 | INFO | traditional_ml_benchmark.py | Line:67 | catboost | RMSE=19.1103 | R2=0.7814
2026-08-05 23:29:59 | INFO | traditional_ml_benchmark.py | Line:86 | Benchmark completed successfully.
2026-08-05 23:29:59 | INFO | experiment_tracker.py | Line:42 | Experiment directory created at A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\2026-08-05_23-29-59
2026-08-05 23:29:59 | INFO | experiment_tracker.py | Line:61 | Benchmark results saved.
2026-08-05 23:29:59 | INFO | base_trainer.py | Line:59 | Model saved to A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\2026-08-05_23-29-59\best_model.pkl
2026-08-05 23:29:59 | INFO | experiment_tracker.py | Line:118 | Best model saved.
2026-08-05 23:29:59 | INFO | experiment_tracker.py | Line:162 | Feature importance saved.
2026-08-05 23:30:00 | INFO | experiment_tracker.py | Line:183 | Summary saved.
2026-08-05 23:30:00 | INFO | feature_importance.py | Line:16 | Computing feature importance...
2026-08-05 23:30:00 | INFO | feature_importance.py | Line:40 | Feature importance computed successfully.
2026-08-05 23:30:33 | INFO | base_trainer.py | Line:66 | Loading model from A:\AI_Engineer\ML Projects\Predictive-Maintenance-RUL\artifacts\best_model.pkl
