2026-07-23 19:07:04 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:11:59 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | ERROR | custom_exception.py | Line:31 | Error occurred in script: [N/A] at line [N/A] with message: [Input DataFrame is empty.]
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | ERROR | custom_exception.py | Line:31 | Error occurred in script: [N/A] at line [N/A] with message: [Lag values must be greater than zero.]
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | ERROR | custom_exception.py | Line:31 | Error occurred in script: [N/A] at line [N/A] with message: [Rolling window must be greater than zero.]
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | ERROR | custom_exception.py | Line:31 | Error occurred in script: [N/A] at line [N/A] with message: [Group column 'engine' not found.]
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | ERROR | custom_exception.py | Line:31 | Error occurred in script: [N/A] at line [N/A] with message: [Missing sensor columns: ['sensor_100']]
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:50 | Starting Feature Engineering...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:119 | Generating Rolling Mean features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:148 | Generating Rolling Std features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:179 | Generating Lag Features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:205 | Generating Rate of Change features...
2026-07-23 19:13:56 | INFO | feature_engineer.py | Line:61 | Feature Engineering completed successfully.
